primary_key,symbol,date,sentiment_score,stock_rec,total_rec
Microsoft_2023-09-15,MSFT,2023-09-15,positive,Sell,Hold
Microsoft_2023-09-18,MSFT,2023-09-18,positive,Sell,Hold
Microsoft_2023-09-19,MSFT,2023-09-19,positive,Sell,Hold
Microsoft_2023-09-20,MSFT,2023-09-20,positive,Buy,Strong Buy
Microsoft_2023-09-21,MSFT,2023-09-21,positive,Sell,Hold
Microsoft_2023-09-22,MSFT,2023-09-22,positive,Sell,Hold
Microsoft_2023-09-25,MSFT,2023-09-25,positive,Sell,Hold
Microsoft_2023-09-26,MSFT,2023-09-26,positive,Buy,Strong Buy
Microsoft_2023-09-27,MSFT,2023-09-27,positive,Sell,Hold
Microsoft_2023-09-28,MSFT,2023-09-28,positive,Sell,Hold
Microsoft_2023-09-29,MSFT,2023-09-29,positive,Buy,Strong Buy
Nike_2023-09-01,NKE,2023-09-01,positive,Buy,Strong Buy
Nike_2023-09-05,NKE,2023-09-05,neutral,Sell,Sell
Nike_2023-09-06,NKE,2023-09-06,neutral,Sell,Sell
Nike_2023-09-07,NKE,2023-09-07,positive,Buy,Strong Buy
Nike_2023-09-08,NKE,2023-09-08,positive,Sell,Hold
Nike_2023-09-11,NKE,2023-09-11,neutral,Buy,Buy
Nike_2023-09-12,NKE,2023-09-12,positive,Sell,Hold
Nike_2023-09-13,NKE,2023-09-13,neutral,Sell,Sell
Nike_2023-09-14,NKE,2023-09-14,neutral,Sell,Sell
Nike_2023-09-15,NKE,2023-09-15,neutral,Sell,Sell
Nike_2023-09-18,NKE,2023-09-18,positive,Sell,Hold
Nike_2023-09-19,NKE,2023-09-19,positive,Buy,Strong Buy
Nike_2023-09-20,NKE,2023-09-20,positive,Sell,Hold
Nike_2023-09-21,NKE,2023-09-21,neutral,Buy,Buy
Nike_2023-09-22,NKE,2023-09-22,positive,Sell,Hold
Nike_2023-09-25,NKE,2023-09-25,positive,Sell,Hold
Nike_2023-09-26,NKE,2023-09-26,positive,Sell,Hold
Nike_2023-09-27,NKE,2023-09-27,positive,Buy,Strong Buy
Nike_2023-09-28,NKE,2023-09-28,neutral,Sell,Sell
Nike_2023-09-29,NKE,2023-09-29,neutral,Buy,Buy
Pfizer_2023-09-01,PFE,2023-09-01,positive,Sell,Hold
Pfizer_2023-09-05,PFE,2023-09-05,positive,Buy,Strong Buy
Pfizer_2023-09-06,PFE,2023-09-06,positive,Buy,Strong Buy
Pfizer_2023-09-07,PFE,2023-09-07,positive,Sell,Hold
Pfizer_2023-09-08,PFE,2023-09-08,positive,Sell,Hold
Pfizer_2023-09-11,PFE,2023-09-11,positive,Buy,Strong Buy
Pfizer_2023-09-12,PFE,2023-09-12,positive,Sell,Hold
Pfizer_2023-09-13,PFE,2023-09-13,positive,Buy,Strong Buy
Pfizer_2023-09-14,PFE,2023-09-14,positive,Buy,Strong Buy
Pfizer_2023-09-15,PFE,2023-09-15,positive,Sell,Hold
Pfizer_2023-09-18,PFE,2023-09-18,positive,Sell,Hold
Pfizer_2023-09-19,PFE,2023-09-19,positive,Sell,Hold
Pfizer_2023-09-20,PFE,2023-09-20,positive,Sell,Hold
Pfizer_2023-09-21,PFE,2023-09-21,positive,Sell,Hold
Pfizer_2023-09-22,PFE,2023-09-22,positive,Sell,Hold
Pfizer_2023-09-25,PFE,2023-09-25,neutral,Sell,Sell
Pfizer_2023-09-26,PFE,2023-09-26,positive,Sell,Hold
Pfizer_2023-09-27,PFE,2023-09-27,positive,Buy,Strong Buy
Pfizer_2023-09-28,PFE,2023-09-28,neutral,Sell,Sell
Pfizer_2023-09-29,PFE,2023-09-29,positive,Buy,Strong Buy
Procter & Gamble_2023-09-01,PG,2023-09-01,negative,Sell,Strong Sell
Procter & Gamble_2023-09-05,PG,2023-09-05,neutral,Sell,Sell
Procter & Gamble_2023-09-06,PG,2023-09-06,positive,Sell,Hold
Procter & Gamble_2023-09-07,PG,2023-09-07,positive,Sell,Hold
Procter & Gamble_2023-09-08,PG,2023-09-08,positive,Sell,Hold
Procter & Gamble_2023-09-11,PG,2023-09-11,neutral,Buy,Buy
Procter & Gamble_2023-09-12,PG,2023-09-12,positive,Sell,Hold
Procter & Gamble_2023-09-13,PG,2023-09-13,positive,Sell,Hold
Procter & Gamble_2023-09-14,PG,2023-09-14,positive,Buy,Strong Buy
Procter & Gamble_2023-09-15,PG,2023-09-15,positive,Sell,Hold
Procter & Gamble_2023-09-18,PG,2023-09-18,positive,Sell,Hold
Procter & Gamble_2023-09-19,PG,2023-09-19,positive,Sell,Hold
Procter & Gamble_2023-09-20,PG,2023-09-20,positive,Buy,Strong Buy
Procter & Gamble_2023-09-21,PG,2023-09-21,positive,Buy,Strong Buy
Procter & Gamble_2023-09-22,PG,2023-09-22,positive,Sell,Hold
Procter & Gamble_2023-09-25,PG,2023-09-25,neutral,Buy,Buy
Procter & Gamble_2023-09-26,PG,2023-09-26,positive,Buy,Strong Buy
Procter & Gamble_2023-09-27,PG,2023-09-27,positive,Buy,Strong Buy
Procter & Gamble_2023-09-28,PG,2023-09-28,neutral,Sell,Sell
Procter & Gamble_2023-09-29,PG,2023-09-29,positive,Sell,Hold
Raytheon_2023-09-01,RTX,2023-09-01,neutral,Buy,Buy
Raytheon_2023-09-05,RTX,2023-09-05,neutral,Sell,Sell
Raytheon_2023-09-06,RTX,2023-09-06,positive,Buy,Strong Buy
Raytheon_2023-09-07,RTX,2023-09-07,positive,Sell,Hold
Raytheon_2023-09-08,RTX,2023-09-08,positive,Buy,Strong Buy
Raytheon_2023-09-11,RTX,2023-09-11,positive,Buy,Strong Buy
Raytheon_2023-09-12,RTX,2023-09-12,positive,Sell,Hold
Raytheon_2023-09-13,RTX,2023-09-13,positive,Sell,Hold
Raytheon_2023-09-14,RTX,2023-09-14,positive,Sell,Hold
Raytheon_2023-09-15,RTX,2023-09-15,positive,Sell,Hold
Raytheon_2023-09-18,RTX,2023-09-18,positive,Buy,Strong Buy
Raytheon_2023-09-19,RTX,2023-09-19,positive,Buy,Strong Buy
Raytheon_2023-09-20,RTX,2023-09-20,positive,Sell,Hold
Raytheon_2023-09-21,RTX,2023-09-21,neutral,Sell,Sell
Raytheon_2023-09-22,RTX,2023-09-22,positive,Buy,Strong Buy
Raytheon_2023-09-25,RTX,2023-09-25,positive,Sell,Hold
Raytheon_2023-09-26,RTX,2023-09-26,positive,Buy,Strong Buy
Raytheon_2023-09-27,RTX,2023-09-27,positive,Buy,Strong Buy
Raytheon_2023-09-28,RTX,2023-09-28,positive,Sell,Hold
Raytheon_2023-09-29,RTX,2023-09-29,positive,Buy,Strong Buy
Travelers_2023-09-05,TRV,2023-09-05,positive,Sell,Hold
Travelers_2023-09-06,TRV,2023-09-06,negative,Sell,Strong Sell
Travelers_2023-09-07,TRV,2023-09-07,neutral,Buy,Buy
Travelers_2023-09-08,TRV,2023-09-08,neutral,Sell,Sell
Travelers_2023-09-11,TRV,2023-09-11,neutral,Sell,Sell
Travelers_2023-09-12,TRV,2023-09-12,neutral,Buy,Buy
Travelers_2023-09-13,TRV,2023-09-13,positive,Sell,Hold
Travelers_2023-09-14,TRV,2023-09-14,negative,Buy,Hold
Travelers_2023-09-15,TRV,2023-09-15,neutral,Sell,Sell
Travelers_2023-09-18,TRV,2023-09-18,negative,Buy,Hold
Travelers_2023-09-19,TRV,2023-09-19,negative,Sell,Strong Sell
Travelers_2023-09-20,TRV,2023-09-20,positive,Buy,Strong Buy
Travelers_2023-09-21,TRV,2023-09-21,positive,Sell,Hold
Travelers_2023-09-22,TRV,2023-09-22,neutral,Buy,Buy
Travelers_2023-09-25,TRV,2023-09-25,positive,Buy,Strong Buy
Travelers_2023-09-26,TRV,2023-09-26,neutral,Sell,Sell
Travelers_2023-09-27,TRV,2023-09-27,positive,Buy,Strong Buy
Travelers_2023-09-28,TRV,2023-09-28,neutral,Buy,Buy
Travelers_2023-09-29,TRV,2023-09-29,neutral,Buy,Buy
UnitedHealth_2023-09-01,UNH,2023-09-01,neutral,Sell,Sell
UnitedHealth_2023-09-05,UNH,2023-09-05,neutral,Sell,Sell
UnitedHealth_2023-09-06,UNH,2023-09-06,positive,Sell,Hold
UnitedHealth_2023-09-07,UNH,2023-09-07,negative,Buy,Hold
UnitedHealth_2023-09-08,UNH,2023-09-08,positive,Sell,Hold
UnitedHealth_2023-09-11,UNH,2023-09-11,positive,Sell,Hold
UnitedHealth_2023-09-12,UNH,2023-09-12,positive,Buy,Strong Buy
UnitedHealth_2023-09-13,UNH,2023-09-13,positive,Sell,Hold
UnitedHealth_2023-09-14,UNH,2023-09-14,neutral,Buy,Buy
UnitedHealth_2023-09-15,UNH,2023-09-15,neutral,Buy,Buy
UnitedHealth_2023-09-18,UNH,2023-09-18,positive,Sell,Hold
UnitedHealth_2023-09-19,UNH,2023-09-19,neutral,Sell,Sell
UnitedHealth_2023-09-20,UNH,2023-09-20,positive,Sell,Hold
UnitedHealth_2023-09-21,UNH,2023-09-21,neutral,Buy,Buy
UnitedHealth_2023-09-22,UNH,2023-09-22,positive,Sell,Hold
UnitedHealth_2023-09-25,UNH,2023-09-25,neutral,Sell,Sell
UnitedHealth_2023-09-26,UNH,2023-09-26,positive,Sell,Hold
UnitedHealth_2023-09-27,UNH,2023-09-27,neutral,Buy,Buy
UnitedHealth_2023-09-28,UNH,2023-09-28,positive,Sell,Hold
UnitedHealth_2023-09-29,UNH,2023-09-29,positive,Sell,Hold
Visa_2023-09-01,V,2023-09-01,neutral,Buy,Buy
Visa_2023-09-05,V,2023-09-05,positive,Sell,Hold
Visa_2023-09-06,V,2023-09-06,positive,Sell,Hold
Visa_2023-09-07,V,2023-09-07,negative,Sell,Strong Sell
Visa_2023-09-08,V,2023-09-08,positive,Buy,Strong Buy
Visa_2023-09-11,V,2023-09-11,positive,Buy,Strong Buy
Visa_2023-09-12,V,2023-09-12,positive,Buy,Strong Buy
Visa_2023-09-13,V,2023-09-13,positive,Sell,Hold
Visa_2023-09-14,V,2023-09-14,positive,Buy,Strong Buy
Visa_2023-09-15,V,2023-09-15,positive,Sell,Hold
Visa_2023-09-18,V,2023-09-18,positive,Sell,Hold
Visa_2023-09-19,V,2023-09-19,neutral,Sell,Sell
Visa_2023-09-20,V,2023-09-20,positive,Buy,Strong Buy
Visa_2023-09-21,V,2023-09-21,positive,Buy,Strong Buy
Visa_2023-09-22,V,2023-09-22,positive,Sell,Hold
Visa_2023-09-25,V,2023-09-25,positive,Sell,Hold
Visa_2023-09-26,V,2023-09-26,positive,Buy,Strong Buy
Visa_2023-09-27,V,2023-09-27,positive,Sell,Hold
Visa_2023-09-28,V,2023-09-28,positive,Sell,Hold
Visa_2023-09-29,V,2023-09-29,positive,Sell,Hold
Verizon_2023-09-01,VZ,2023-09-01,positive,Sell,Hold
Verizon_2023-09-05,VZ,2023-09-05,positive,Buy,Strong Buy
Verizon_2023-09-06,VZ,2023-09-06,positive,Buy,Strong Buy
Verizon_2023-09-07,VZ,2023-09-07,positive,Buy,Strong Buy
Verizon_2023-09-08,VZ,2023-09-08,positive,Buy,Strong Buy
Verizon_2023-09-11,VZ,2023-09-11,positive,Sell,Hold
Verizon_2023-09-12,VZ,2023-09-12,positive,Sell,Hold
Verizon_2023-09-13,VZ,2023-09-13,positive,Buy,Strong Buy
Verizon_2023-09-14,VZ,2023-09-14,positive,Sell,Hold
Verizon_2023-09-15,VZ,2023-09-15,positive,Buy,Strong Buy
Verizon_2023-09-18,VZ,2023-09-18,positive,Buy,Strong Buy
Verizon_2023-09-19,VZ,2023-09-19,positive,Sell,Hold
Verizon_2023-09-20,VZ,2023-09-20,positive,Sell,Hold
Verizon_2023-09-21,VZ,2023-09-21,positive,Sell,Hold
Verizon_2023-09-22,VZ,2023-09-22,positive,Sell,Hold
Verizon_2023-09-25,VZ,2023-09-25,positive,Buy,Strong Buy
Verizon_2023-09-26,VZ,2023-09-26,neutral,Buy,Buy
Verizon_2023-09-27,VZ,2023-09-27,neutral,Buy,Buy
Verizon_2023-09-28,VZ,2023-09-28,positive,Sell,Hold
Verizon_2023-09-29,VZ,2023-09-29,positive,Sell,Hold
Walgreens_2023-09-01,WBA,2023-09-01,neutral,Sell,Sell
Walgreens_2023-09-05,WBA,2023-09-05,neutral,Sell,Sell
Walgreens_2023-09-06,WBA,2023-09-06,neutral,Sell,Sell
Walgreens_2023-09-07,WBA,2023-09-07,positive,Buy,Strong Buy
Walgreens_2023-09-08,WBA,2023-09-08,neutral,Sell,Sell
Walgreens_2023-09-11,WBA,2023-09-11,neutral,Sell,Sell
Walgreens_2023-09-12,WBA,2023-09-12,positive,Sell,Hold
Walgreens_2023-09-13,WBA,2023-09-13,positive,Buy,Strong Buy
Walgreens_2023-09-14,WBA,2023-09-14,positive,Buy,Strong Buy
Walgreens_2023-09-15,WBA,2023-09-15,neutral,Sell,Sell
Walgreens_2023-09-18,WBA,2023-09-18,positive,Sell,Hold
Walgreens_2023-09-19,WBA,2023-09-19,positive,Sell,Hold
Walgreens_2023-09-20,WBA,2023-09-20,positive,Sell,Hold
Walgreens_2023-09-21,WBA,2023-09-21,positive,Sell,Hold
Walgreens_2023-09-22,WBA,2023-09-22,positive,Buy,Strong Buy
Walgreens_2023-09-25,WBA,2023-09-25,neutral,Sell,Sell
Walgreens_2023-09-26,WBA,2023-09-26,neutral,Sell,Sell
Walgreens_2023-09-27,WBA,2023-09-27,positive,Sell,Hold
Walgreens_2023-09-28,WBA,2023-09-28,neutral,Sell,Sell
Walgreens_2023-09-29,WBA,2023-09-29,neutral,Buy,Buy
Exxon Mobil_2023-09-01,XOM,2023-09-01,neutral,Buy,Buy
Exxon Mobil_2023-09-05,XOM,2023-09-05,neutral,Sell,Sell
Exxon Mobil_2023-09-06,XOM,2023-09-06,positive,Sell,Hold
Exxon Mobil_2023-09-07,XOM,2023-09-07,neutral,Sell,Sell
Exxon Mobil_2023-09-08,XOM,2023-09-08,positive,Sell,Hold
Exxon Mobil_2023-09-11,XOM,2023-09-11,positive,Sell,Hold
Exxon Mobil_2023-09-12,XOM,2023-09-12,positive,Sell,Hold
Exxon Mobil_2023-09-13,XOM,2023-09-13,positive,Sell,Hold
Exxon Mobil_2023-09-14,XOM,2023-09-14,positive,Sell,Hold
Exxon Mobil_2023-09-15,XOM,2023-09-15,positive,Sell,Hold
Exxon Mobil_2023-09-18,XOM,2023-09-18,positive,Sell,Hold
Exxon Mobil_2023-09-19,XOM,2023-09-19,positive,Buy,Strong Buy
Exxon Mobil_2023-09-20,XOM,2023-09-20,positive,Buy,Strong Buy
Exxon Mobil_2023-09-21,XOM,2023-09-21,positive,Buy,Strong Buy
Exxon Mobil_2023-09-22,XOM,2023-09-22,neutral,Sell,Sell
Exxon Mobil_2023-09-25,XOM,2023-09-25,positive,Sell,Hold
Exxon Mobil_2023-09-26,XOM,2023-09-26,positive,Sell,Hold
Exxon Mobil_2023-09-27,XOM,2023-09-27,positive,Sell,Hold
Exxon Mobil_2023-09-28,XOM,2023-09-28,positive,Sell,Hold
Exxon Mobil_2023-09-29,XOM,2023-09-29,positive,Sell,Hold
