content:SentimentScore,,,
sentiment_score_company,sentiment_score_date,sentiment_score_score,sentiment_score_recommendation
Procter & Gamble,12/15/2022,-0.051282051,Sell
Procter & Gamble,12/16/2022,-0.118421053,Sell
Procter & Gamble,12/17/2022,-0.037383178,Hold
Procter & Gamble,12/18/2022,-0.225806452,Strong Sell
Procter & Gamble,12/19/2022,-0.010752688,Hold
Procter & Gamble,12/20/2022,0.022988506,Hold
Procter & Gamble,12/21/2022,0.02020202,Hold
Procter & Gamble,12/22/2022,-0.1,Sell
Procter & Gamble,12/23/2022,0.056179775,Buy
Procter & Gamble,12/24/2022,0.011627907,Hold
Procter & Gamble,12/25/2022,0.240963855,Strong Buy
Procter & Gamble,12/26/2022,0.056179775,Buy
Procter & Gamble,12/27/2022,0.012658228,Hold
Procter & Gamble,12/28/2022,-0.011111111,Hold
Procter & Gamble,12/29/2022,0.032967033,Hold
Procter & Gamble,12/30/2022,-0.031914894,Hold
Procter & Gamble,12/31/2022,-0.112149533,Sell
Raytheon,1/1/2022,-0.078431373,Sell
Raytheon,1/2/2022,-0.057142857,Sell
Raytheon,1/3/2022,-0.220930233,Strong Sell
Raytheon,1/4/2022,-0.148148148,Sell
Raytheon,1/5/2022,-0.036697248,Hold
Raytheon,1/6/2022,0.063157895,Buy
Raytheon,1/7/2022,0.056074766,Buy
Raytheon,1/8/2022,0.057471264,Buy
Raytheon,1/9/2022,-0.051282051,Sell
Raytheon,1/10/2022,-0.034482759,Hold
Raytheon,1/11/2022,-0.052083333,Sell
Raytheon,1/12/2022,-0.02247191,Hold
Raytheon,1/13/2022,-0.010989011,Hold
Raytheon,1/14/2022,-0.1,Sell
Raytheon,1/15/2022,-0.00990099,Hold
Raytheon,1/16/2022,0.047058824,Hold
Raytheon,1/17/2022,0.097222222,Buy
Raytheon,1/18/2022,-0.060606061,Sell
Raytheon,1/19/2022,0.010869565,Hold
Raytheon,1/20/2022,-0.070707071,Sell
Raytheon,1/21/2022,-0.117647059,Sell
Raytheon,1/22/2022,0.033333333,Hold
Raytheon,1/23/2022,0.113924051,Buy
Raytheon,1/24/2022,0.039215686,Hold
Raytheon,1/25/2022,0.101265823,Buy
Raytheon,1/26/2022,0.04109589,Hold
Raytheon,1/27/2022,-0.021978022,Hold
Raytheon,1/28/2022,-0.020618557,Hold
Raytheon,1/29/2022,0.03125,Hold
Raytheon,1/30/2022,-0.021276596,Hold
Raytheon,1/31/2022,0.010526316,Hold
Raytheon,2/1/2022,0.0375,Hold
Raytheon,2/2/2022,0.060606061,Buy
Raytheon,2/3/2022,-0.064516129,Sell
Raytheon,2/4/2022,0.08,Buy
Raytheon,2/5/2022,0,Hold
Raytheon,2/6/2022,0.034883721,Hold
Raytheon,2/7/2022,-0.021276596,Hold
Raytheon,2/8/2022,0.018181818,Hold
Raytheon,2/9/2022,0.084033613,Buy
Raytheon,2/10/2022,0.088888889,Buy
Raytheon,2/11/2022,0.032608696,Hold
Raytheon,2/12/2022,-0.074766355,Sell
Raytheon,2/13/2022,0.076923077,Buy
Raytheon,2/14/2022,-0.020618557,Hold
Raytheon,2/15/2022,-0.084210526,Sell
Raytheon,2/16/2022,-0.051020408,Sell
Raytheon,2/17/2022,0.134831461,Buy
Raytheon,2/18/2022,0.141176471,Buy
Raytheon,2/19/2022,0.075471698,Buy
Raytheon,2/20/2022,-0.142857143,Sell
Raytheon,2/21/2022,0.031914894,Hold
Raytheon,2/22/2022,0.074074074,Buy
Raytheon,2/23/2022,-0.010752688,Hold
Raytheon,2/24/2022,0.052631579,Buy
Raytheon,2/25/2022,0.073684211,Buy
Raytheon,2/26/2022,-0.053191489,Sell
Raytheon,2/27/2022,0.061728395,Buy
Raytheon,2/28/2022,-0.041237113,Hold
Raytheon,3/1/2022,-0.018018018,Hold
Raytheon,3/2/2022,0.132653061,Buy
Raytheon,3/3/2022,-0.074468085,Sell
Raytheon,3/4/2022,-0.166666667,Strong Sell
Raytheon,3/5/2022,0.09,Buy
Raytheon,3/6/2022,-0.130434783,Sell
Raytheon,3/7/2022,0,Hold
Raytheon,3/8/2022,0.060240964,Buy
Raytheon,3/9/2022,0.065217391,Buy
Raytheon,3/10/2022,-0.102040816,Sell
Raytheon,3/11/2022,0,Hold
Raytheon,3/12/2022,-0.054054054,Sell
Raytheon,3/13/2022,0.050632911,Buy
Raytheon,3/14/2022,-0.033707865,Hold
Raytheon,3/15/2022,0.036585366,Hold
Raytheon,3/16/2022,0.02970297,Hold
Raytheon,3/17/2022,-0.058823529,Sell
Raytheon,3/18/2022,0.012658228,Hold
Raytheon,3/19/2022,0.019417476,Hold
Raytheon,3/20/2022,0.077777778,Buy
Raytheon,3/21/2022,0.061403509,Buy
Raytheon,3/22/2022,-0.053763441,Sell
Raytheon,3/23/2022,0.01010101,Hold
Raytheon,3/24/2022,-0.011235955,Hold
Raytheon,3/25/2022,-0.138613861,Sell
Raytheon,3/26/2022,-0.030612245,Hold
Raytheon,3/27/2022,0.06097561,Buy
Raytheon,3/28/2022,0.041237113,Hold
Raytheon,3/29/2022,0.152173913,Strong Buy
Raytheon,3/30/2022,-0.069306931,Sell
Raytheon,3/31/2022,0.12345679,Buy
Raytheon,4/1/2022,-0.023529412,Hold
Raytheon,4/2/2022,0.071428571,Buy
Raytheon,4/3/2022,0,Hold
Raytheon,4/4/2022,0.0125,Hold
Raytheon,4/5/2022,-0.081632653,Sell
Raytheon,4/6/2022,0.034883721,Hold
Raytheon,4/7/2022,-0.137931034,Sell
Raytheon,4/8/2022,-0.277777778,Strong Sell
Raytheon,4/9/2022,-0.056818182,Sell
Raytheon,4/10/2022,-0.034482759,Hold
Raytheon,4/11/2022,-0.012345679,Hold
Raytheon,4/12/2022,-0.031914894,Hold
Raytheon,4/13/2022,0.01980198,Hold
Raytheon,4/14/2022,-0.060606061,Sell
Raytheon,4/15/2022,0.052631579,Buy
Raytheon,4/16/2022,0.03030303,Hold
Raytheon,4/17/2022,0.049019608,Hold
Raytheon,4/18/2022,-0.071428571,Sell
Raytheon,4/19/2022,-0.158415842,Strong Sell
Raytheon,4/20/2022,0.066666667,Buy
Raytheon,4/21/2022,0.031578947,Hold
Raytheon,4/22/2022,0.066666667,Buy
Raytheon,4/23/2022,0.010416667,Hold
Raytheon,4/24/2022,-0.070707071,Sell
Raytheon,4/25/2022,-0.076923077,Sell
Raytheon,4/26/2022,-0.013513514,Hold
Raytheon,4/27/2022,-0.077669903,Sell
Raytheon,4/28/2022,-0.223404255,Strong Sell
Raytheon,4/29/2022,-0.147368421,Sell
Raytheon,4/30/2022,0.053191489,Buy
Raytheon,5/1/2022,0.094117647,Buy
Raytheon,5/2/2022,-0.048780488,Hold
Raytheon,5/3/2022,0.053763441,Buy
Raytheon,5/4/2022,0.009708738,Hold
Raytheon,5/5/2022,-0.065789474,Sell
Raytheon,5/6/2022,-0.073684211,Sell
Raytheon,5/7/2022,0.037037037,Hold
Raytheon,5/8/2022,0.054347826,Buy
Raytheon,5/9/2022,0.05952381,Buy
Raytheon,5/10/2022,0.099009901,Buy
Raytheon,5/11/2022,-0.021052632,Hold
Raytheon,5/12/2022,0.141304348,Buy
Raytheon,5/13/2022,0.036585366,Hold
Raytheon,5/14/2022,0.022222222,Hold
Raytheon,5/15/2022,0.13,Buy
Raytheon,5/16/2022,0.03030303,Hold
Raytheon,5/17/2022,-0.082352941,Sell
Raytheon,5/18/2022,-0.06122449,Sell
Raytheon,5/19/2022,-0.2,Strong Sell
Raytheon,5/20/2022,0,Hold
Raytheon,5/21/2022,0.05,Buy
Raytheon,5/22/2022,0.070588235,Buy
Raytheon,5/23/2022,0.076923077,Buy
Raytheon,5/24/2022,0.058823529,Buy
Raytheon,5/25/2022,-0.076190476,Sell
Raytheon,5/26/2022,-0.065934066,Sell
Raytheon,5/27/2022,-0.072916667,Sell
Raytheon,5/28/2022,0.086021505,Buy
Raytheon,5/29/2022,0.035294118,Hold
Raytheon,5/30/2022,0.04040404,Hold
Raytheon,5/31/2022,-0.036363636,Hold
Raytheon,6/1/2022,0,Hold
Raytheon,6/2/2022,-0.217391304,Strong Sell
Raytheon,6/3/2022,0.184782609,Strong Buy
Raytheon,6/4/2022,-0.18556701,Strong Sell
Raytheon,6/5/2022,0.052631579,Buy
Raytheon,6/6/2022,-0.02020202,Hold
Raytheon,6/7/2022,-0.072916667,Sell
Raytheon,6/8/2022,-0.040816327,Hold
Raytheon,6/9/2022,0.040816327,Hold
Raytheon,6/10/2022,0.011764706,Hold
Raytheon,6/11/2022,0,Hold
Raytheon,6/12/2022,0.070707071,Buy
Raytheon,6/13/2022,0,Hold
Raytheon,6/14/2022,-0.179487179,Strong Sell
Raytheon,6/15/2022,0.117021277,Buy
Raytheon,6/16/2022,0,Hold
Raytheon,6/17/2022,-0.042105263,Hold
Raytheon,6/18/2022,-0.092592593,Sell
Raytheon,6/19/2022,-0.075471698,Sell
Raytheon,6/20/2022,0.164383562,Strong Buy
Raytheon,6/21/2022,0.126760563,Buy
Raytheon,6/22/2022,-0.054794521,Sell
Raytheon,6/23/2022,0.034482759,Hold
Raytheon,6/24/2022,0,Hold
Raytheon,6/25/2022,-0.012048193,Hold
Raytheon,6/26/2022,-0.061728395,Sell
Raytheon,6/27/2022,0,Hold
Raytheon,6/28/2022,0.115384615,Buy
Raytheon,6/29/2022,-0.178947368,Strong Sell
Raytheon,6/30/2022,0.114583333,Buy
Raytheon,7/1/2022,0.091954023,Buy
Raytheon,7/2/2022,-0.03030303,Hold
Raytheon,7/3/2022,0.025,Hold
Raytheon,7/4/2022,0.010416667,Hold
Raytheon,7/5/2022,0.07,Buy
Raytheon,7/6/2022,0.03030303,Hold
Raytheon,7/7/2022,0.022222222,Hold
Raytheon,7/8/2022,0.011363636,Hold
Raytheon,7/9/2022,0.086956522,Buy
Raytheon,7/10/2022,-0.065420561,Sell
Raytheon,7/11/2022,0.083333333,Buy
Raytheon,7/12/2022,0.021505376,Hold
Raytheon,7/13/2022,-0.052631579,Sell
Raytheon,7/14/2022,0.045454545,Hold
Raytheon,7/15/2022,-0.065934066,Sell
Raytheon,7/16/2022,-0.166666667,Strong Sell
Raytheon,7/17/2022,-0.072164948,Sell
Raytheon,7/18/2022,-0.042105263,Hold
Raytheon,7/19/2022,0.134146341,Buy
Raytheon,7/20/2022,0.011235955,Hold
Raytheon,7/21/2022,-0.047169811,Hold
Raytheon,7/22/2022,-0.011363636,Hold
Raytheon,7/23/2022,0.011494253,Hold
Raytheon,7/24/2022,0.272727273,Strong Buy
Raytheon,7/25/2022,0.037974684,Hold
Raytheon,7/26/2022,-0.083333333,Sell
Raytheon,7/27/2022,0.090909091,Buy
Raytheon,7/28/2022,-0.160493827,Strong Sell
Raytheon,7/29/2022,-0.025,Hold
Raytheon,7/30/2022,-0.086956522,Sell
Raytheon,7/31/2022,0.051948052,Buy
Raytheon,8/1/2022,0.034482759,Hold
Raytheon,8/2/2022,0.139240506,Buy
Raytheon,8/3/2022,0,Hold
Raytheon,8/4/2022,0.032608696,Hold
Raytheon,8/5/2022,-0.070707071,Sell
Raytheon,8/6/2022,-0.11627907,Sell
Raytheon,8/7/2022,-0.08988764,Sell
Raytheon,8/8/2022,0,Hold
Raytheon,8/9/2022,-0.070588235,Sell
Raytheon,8/10/2022,-0.070588235,Sell
Raytheon,8/11/2022,0.172043011,Strong Buy
Raytheon,8/12/2022,-0.12345679,Sell
Raytheon,8/13/2022,0.068965517,Buy
Raytheon,8/14/2022,0.175675676,Strong Buy
Raytheon,8/15/2022,-0.153846154,Strong Sell
Raytheon,8/16/2022,0.108108108,Buy
Raytheon,8/17/2022,-0.180722892,Strong Sell
Raytheon,8/18/2022,-0.021978022,Hold
Raytheon,8/19/2022,0.065217391,Buy
Raytheon,8/20/2022,-0.193181818,Strong Sell
Raytheon,8/21/2022,0.020618557,Hold
Raytheon,8/22/2022,0.154761905,Strong Buy
Raytheon,8/23/2022,-0.098765432,Sell
Raytheon,8/24/2022,-0.028571429,Hold
Raytheon,8/25/2022,-0.019417476,Hold
Raytheon,8/26/2022,0.078651685,Buy
Raytheon,8/27/2022,0.057142857,Buy
Raytheon,8/28/2022,0,Hold
Raytheon,8/29/2022,0.012820513,Hold
Raytheon,8/30/2022,-0.173913043,Strong Sell
Raytheon,8/31/2022,-0.011111111,Hold
Raytheon,9/1/2022,0.023809524,Hold
Raytheon,9/2/2022,0.111111111,Buy
Raytheon,9/3/2022,0.011111111,Hold
Raytheon,9/4/2022,0.010204082,Hold
Raytheon,9/5/2022,-0.01,Hold
Raytheon,9/6/2022,0,Hold
Raytheon,9/7/2022,0.182795699,Strong Buy
Raytheon,9/8/2022,-0.113636364,Sell
Raytheon,9/9/2022,-0.108910891,Sell
Raytheon,9/10/2022,-0.023809524,Hold
Raytheon,9/11/2022,-0.080808081,Sell
Raytheon,9/12/2022,-0.039215686,Hold
Raytheon,9/13/2022,-0.085106383,Sell
Raytheon,9/14/2022,0.011494253,Hold
Raytheon,9/15/2022,-0.170731707,Strong Sell
Raytheon,9/16/2022,0.11,Buy
Raytheon,9/17/2022,0.106382979,Buy
Raytheon,9/18/2022,0.021505376,Hold
Raytheon,9/19/2022,-0.013888889,Hold
Raytheon,9/20/2022,0.061728395,Buy
Raytheon,9/21/2022,-0.052083333,Sell
Raytheon,9/22/2022,0.012048193,Hold
Raytheon,9/23/2022,0.033333333,Hold
Raytheon,9/24/2022,0.073684211,Buy
Raytheon,9/25/2022,0.019417476,Hold
Raytheon,9/26/2022,-0.119565217,Sell
Raytheon,9/27/2022,0.151898734,Strong Buy
Raytheon,9/28/2022,0.040816327,Hold
Raytheon,9/29/2022,-0.094117647,Sell
Raytheon,9/30/2022,-0.011111111,Hold
Raytheon,10/1/2022,0.056179775,Buy
Raytheon,10/2/2022,0.039473684,Hold
Raytheon,10/3/2022,-0.047619048,Hold
Raytheon,10/4/2022,0.011904762,Hold
Raytheon,10/5/2022,-0.126582278,Sell
Raytheon,10/6/2022,0.108695652,Buy
Raytheon,10/7/2022,-0.105263158,Sell
Raytheon,10/8/2022,0.211111111,Strong Buy
Raytheon,10/9/2022,0,Hold
Raytheon,10/10/2022,-0.011764706,Hold
Raytheon,10/11/2022,0.075268817,Buy
Raytheon,10/12/2022,0.02020202,Hold
Raytheon,10/13/2022,-0.042105263,Hold
Raytheon,10/14/2022,0.048192771,Hold
Raytheon,10/15/2022,0.010204082,Hold
Raytheon,10/16/2022,0.06122449,Buy
Raytheon,10/17/2022,-0.126436782,Sell
Raytheon,10/18/2022,-0.135802469,Sell
Raytheon,10/19/2022,-0.164835165,Strong Sell
Raytheon,10/20/2022,-0.086956522,Sell
Raytheon,10/21/2022,0.04040404,Hold
Raytheon,10/22/2022,0.095744681,Buy
Raytheon,10/23/2022,-0.166666667,Strong Sell
Raytheon,10/24/2022,-0.043010753,Hold
Raytheon,10/25/2022,-0.081632653,Sell
Raytheon,10/26/2022,-0.134328358,Sell
Raytheon,10/27/2022,-0.031578947,Hold
Raytheon,10/28/2022,-0.081395349,Sell
Raytheon,10/29/2022,-0.097087379,Sell
Raytheon,10/30/2022,0.047619048,Hold
Raytheon,10/31/2022,0,Hold
Raytheon,11/1/2022,0.106382979,Buy
Raytheon,11/2/2022,-0.052173913,Sell
Raytheon,11/3/2022,0.028301887,Hold
Raytheon,11/4/2022,0.02739726,Hold
Raytheon,11/5/2022,0.046511628,Hold
Raytheon,11/6/2022,-0.098765432,Sell
Raytheon,11/7/2022,0.078651685,Buy
Raytheon,11/8/2022,-0.011494253,Hold
Raytheon,11/9/2022,-0.179245283,Strong Sell
Raytheon,11/10/2022,0.055045872,Buy
Raytheon,11/11/2022,0.087719298,Buy
Raytheon,11/12/2022,-0.142857143,Sell
Raytheon,11/13/2022,-0.031578947,Hold
Raytheon,11/14/2022,0,Hold
Raytheon,11/15/2022,-0.038095238,Hold
Raytheon,11/16/2022,0.033707865,Hold
Raytheon,11/17/2022,-0.046511628,Hold
Raytheon,11/18/2022,0,Hold
Raytheon,11/19/2022,0.04494382,Hold
Raytheon,11/20/2022,-0.122222222,Sell
Raytheon,11/21/2022,0,Hold
Raytheon,11/22/2022,0.068181818,Buy
Raytheon,11/23/2022,0.103092784,Buy
Raytheon,11/24/2022,-0.08045977,Sell
Raytheon,11/25/2022,-0.046511628,Hold
Raytheon,11/26/2022,-0.155555556,Strong Sell
Raytheon,11/27/2022,-0.094736842,Sell
Raytheon,11/28/2022,-0.011494253,Hold
Raytheon,11/29/2022,-0.011494253,Hold
Raytheon,11/30/2022,0.037037037,Hold
Raytheon,12/1/2022,-0.043478261,Hold
Raytheon,12/2/2022,-0.054347826,Sell
Raytheon,12/3/2022,0.072164948,Buy
Raytheon,12/4/2022,-0.022727273,Hold
Raytheon,12/5/2022,0.045977011,Hold
Raytheon,12/6/2022,0,Hold
Raytheon,12/7/2022,-0.058823529,Sell
Raytheon,12/8/2022,-0.090909091,Sell
Raytheon,12/9/2022,0.04,Hold
Raytheon,12/10/2022,0.051020408,Buy
Raytheon,12/11/2022,0.028846154,Hold
Raytheon,12/12/2022,-0.135135135,Sell
Raytheon,12/13/2022,-0.063291139,Sell
Raytheon,12/14/2022,0.13,Buy
Raytheon,12/15/2022,-0.086956522,Sell
Raytheon,12/16/2022,-0.12962963,Sell
Raytheon,12/17/2022,0.134146341,Buy
Raytheon,12/18/2022,-0.065420561,Sell
Raytheon,12/19/2022,0.173913043,Strong Buy
Raytheon,12/20/2022,0.048076923,Hold
Raytheon,12/21/2022,0,Hold
Raytheon,12/22/2022,0,Hold
Raytheon,12/23/2022,-0.147727273,Sell
Raytheon,12/24/2022,-0.043859649,Hold
Raytheon,12/25/2022,-0.135135135,Sell
Raytheon,12/26/2022,-0.020408163,Hold
Raytheon,12/27/2022,0.066666667,Buy
Raytheon,12/28/2022,0.06097561,Buy
Raytheon,12/29/2022,0.051282051,Buy
Raytheon,12/30/2022,0.158415842,Strong Buy
Raytheon,12/31/2022,-0.147727273,Sell
Salesforce,1/1/2022,0.162790698,Strong Buy
Salesforce,1/2/2022,0.097826087,Buy
Salesforce,1/3/2022,-0.159574468,Strong Sell
Salesforce,1/4/2022,-0.094339623,Sell
Salesforce,1/5/2022,-0.058252427,Sell
Salesforce,1/6/2022,-0.018691589,Hold
Salesforce,1/7/2022,-0.035294118,Hold
Salesforce,1/8/2022,0.152941176,Strong Buy
Salesforce,1/9/2022,0.1,Buy
Salesforce,1/10/2022,0.021052632,Hold
Salesforce,1/11/2022,0.040816327,Hold
Salesforce,1/12/2022,0.072164948,Buy
Salesforce,1/13/2022,-0.044444444,Hold
Salesforce,1/14/2022,0.00952381,Hold
Salesforce,1/15/2022,-0.056179775,Sell
Salesforce,1/16/2022,0.018518519,Hold
Salesforce,1/17/2022,0.044444444,Hold
Salesforce,1/18/2022,-0.113636364,Sell
Salesforce,1/19/2022,-0.068965517,Sell
Salesforce,1/20/2022,0.034482759,Hold
Salesforce,1/21/2022,0.034090909,Hold
Salesforce,1/22/2022,0.111111111,Buy
Salesforce,1/23/2022,0.103896104,Buy
Salesforce,1/24/2022,0.031578947,Hold
Salesforce,1/25/2022,-0.009433962,Hold
Salesforce,1/26/2022,-0.01980198,Hold
Salesforce,1/27/2022,0.067961165,Buy
Salesforce,1/28/2022,-0.011363636,Hold
Salesforce,1/29/2022,0.074468085,Buy
Salesforce,1/30/2022,-0.032608696,Hold
Salesforce,1/31/2022,-0.009433962,Hold
Salesforce,2/1/2022,0.085714286,Buy
Salesforce,2/2/2022,-0.012195122,Hold
Salesforce,2/3/2022,0.038461538,Hold
Salesforce,2/4/2022,0.018348624,Hold
Salesforce,2/5/2022,-0.026315789,Hold
Salesforce,2/6/2022,-0.10989011,Sell
Salesforce,2/7/2022,0.058139535,Buy
Salesforce,2/8/2022,-0.034090909,Hold
Salesforce,2/9/2022,0.180555556,Strong Buy
Salesforce,2/10/2022,0.073684211,Buy
Salesforce,2/11/2022,0.078651685,Buy
Salesforce,2/12/2022,-0.1375,Sell
Salesforce,2/13/2022,0.072164948,Buy
Salesforce,2/14/2022,0.050632911,Buy
Salesforce,2/15/2022,0.090909091,Buy
Salesforce,2/16/2022,0.08988764,Buy
Salesforce,2/17/2022,0.103448276,Buy
Salesforce,2/18/2022,-0.092783505,Sell
Salesforce,2/19/2022,0.083333333,Buy
Salesforce,2/20/2022,0.034482759,Hold
Salesforce,2/21/2022,0.053097345,Buy
Salesforce,2/22/2022,-0.039215686,Hold
Salesforce,2/23/2022,0.081395349,Buy
Salesforce,2/24/2022,-0.074468085,Sell
Salesforce,2/25/2022,0.045977011,Hold
Salesforce,2/26/2022,-0.026315789,Hold
Salesforce,2/27/2022,0.078651685,Buy
Salesforce,2/28/2022,0.091954023,Buy
Salesforce,3/1/2022,-0.119565217,Sell
Salesforce,3/2/2022,-0.102040816,Sell
Salesforce,3/3/2022,-0.074766355,Sell
Salesforce,3/4/2022,-0.043478261,Hold
Salesforce,3/5/2022,0.112244898,Buy
Salesforce,3/6/2022,0.136363636,Buy
Salesforce,3/7/2022,-0.052631579,Sell
Salesforce,3/8/2022,0.076190476,Buy
Salesforce,3/9/2022,-0.127906977,Sell
Salesforce,3/10/2022,0,Hold
Salesforce,3/11/2022,-0.033333333,Hold
Salesforce,3/12/2022,-0.1,Sell
Salesforce,3/13/2022,-0.012987013,Hold
Salesforce,3/14/2022,-0.144444444,Sell
Salesforce,3/15/2022,0.076923077,Buy
Salesforce,3/16/2022,0.101123596,Buy
Salesforce,3/17/2022,-0.010989011,Hold
Salesforce,3/18/2022,0,Hold
Salesforce,3/19/2022,0.010752688,Hold
Salesforce,3/20/2022,0.082568807,Buy
Salesforce,3/21/2022,0,Hold
Salesforce,3/22/2022,0.203703704,Strong Buy
Salesforce,3/23/2022,0.095238095,Buy
Salesforce,3/24/2022,0.034883721,Hold
Salesforce,3/25/2022,-0.032967033,Hold
Salesforce,3/26/2022,-0.134453782,Sell
Salesforce,3/27/2022,-0.066037736,Sell
Salesforce,3/28/2022,0.079545455,Buy
Salesforce,3/29/2022,-0.0125,Hold
Salesforce,3/30/2022,0.113402062,Buy
Salesforce,3/31/2022,0,Hold
Salesforce,4/1/2022,-0.010869565,Hold
Salesforce,4/2/2022,0,Hold
Salesforce,4/3/2022,0.132653061,Buy
Salesforce,4/4/2022,0,Hold
Salesforce,4/5/2022,0.075268817,Buy
Salesforce,4/6/2022,-0.131868132,Sell
Salesforce,4/7/2022,-0.05,Hold
Salesforce,4/8/2022,0.022727273,Hold
Salesforce,4/9/2022,0.032258065,Hold
Salesforce,4/10/2022,0.184782609,Strong Buy
Salesforce,4/11/2022,0.05,Buy
Salesforce,4/12/2022,-0.058823529,Sell
Salesforce,4/13/2022,-0.011111111,Hold
Salesforce,4/14/2022,0.009708738,Hold
Salesforce,4/15/2022,-0.11,Sell
Salesforce,4/16/2022,0.055555556,Buy
Salesforce,4/17/2022,-0.032967033,Hold
Salesforce,4/18/2022,0.041666667,Hold
Salesforce,4/19/2022,0.106382979,Buy
Salesforce,4/20/2022,0.10989011,Buy
Salesforce,4/21/2022,0.060606061,Buy
Salesforce,4/22/2022,0,Hold
Salesforce,4/23/2022,-0.123809524,Sell
Salesforce,4/24/2022,0.074468085,Buy
Salesforce,4/25/2022,-0.032967033,Hold
Salesforce,4/26/2022,0.052083333,Buy
Salesforce,4/27/2022,0.034482759,Hold
Salesforce,4/28/2022,0.117021277,Buy
Salesforce,4/29/2022,-0.06185567,Sell
Salesforce,4/30/2022,0.010638298,Hold
Salesforce,5/1/2022,-0.097222222,Sell
Salesforce,5/2/2022,0.225,Strong Buy
Salesforce,5/3/2022,-0.011904762,Hold
Salesforce,5/4/2022,-0.021505376,Hold
Salesforce,5/5/2022,-0.080808081,Sell
Salesforce,5/6/2022,0.126436782,Buy
Salesforce,5/7/2022,0.202380952,Strong Buy
Salesforce,5/8/2022,0.055555556,Buy
Salesforce,5/9/2022,0.225352113,Strong Buy
Salesforce,5/10/2022,-0.111111111,Sell
Salesforce,5/11/2022,0.073394495,Buy
Salesforce,5/12/2022,-0.059405941,Sell
Salesforce,5/13/2022,-0.012195122,Hold
Salesforce,5/14/2022,0.04494382,Hold
Salesforce,5/15/2022,-0.085365854,Sell
Salesforce,5/16/2022,-0.127118644,Sell
Salesforce,5/17/2022,0.054794521,Buy
Salesforce,5/18/2022,0.223529412,Strong Buy
Salesforce,5/19/2022,-0.06097561,Sell
Salesforce,5/20/2022,0.02247191,Hold
Salesforce,5/21/2022,-0.072727273,Sell
Salesforce,5/22/2022,0,Hold
Salesforce,5/23/2022,0.144329897,Buy
Salesforce,5/24/2022,0.073684211,Buy
Salesforce,5/25/2022,-0.045454545,Hold
Salesforce,5/26/2022,0.071428571,Buy
Salesforce,5/27/2022,0.06,Buy
Salesforce,5/28/2022,0,Hold
Salesforce,5/29/2022,-0.032258065,Hold
Salesforce,5/30/2022,-0.052631579,Sell
Salesforce,5/31/2022,-0.033707865,Hold
Salesforce,6/1/2022,0.166666667,Strong Buy
Salesforce,6/2/2022,-0.066666667,Sell
Salesforce,6/3/2022,-0.045454545,Hold
Salesforce,6/4/2022,-0.046511628,Hold
Salesforce,6/5/2022,0.125,Buy
Salesforce,6/6/2022,0.011494253,Hold
Salesforce,6/7/2022,-0.134831461,Sell
Salesforce,6/8/2022,0.058823529,Buy
Salesforce,6/9/2022,0.04950495,Hold
Salesforce,6/10/2022,0,Hold
Salesforce,6/11/2022,0.074074074,Buy
Salesforce,6/12/2022,0.038095238,Hold
Salesforce,6/13/2022,-0.08988764,Sell
Salesforce,6/14/2022,-0.1125,Sell
Salesforce,6/15/2022,0.063829787,Buy
Salesforce,6/16/2022,0.019607843,Hold
Salesforce,6/17/2022,-0.105263158,Sell
Salesforce,6/18/2022,0.081395349,Buy
Salesforce,6/19/2022,-0.023809524,Hold
Salesforce,6/20/2022,-0.147368421,Sell
Salesforce,6/21/2022,0.03960396,Hold
Salesforce,6/22/2022,0.085106383,Buy
Salesforce,6/23/2022,0.121495327,Buy
Salesforce,6/24/2022,0.063829787,Buy
Salesforce,6/25/2022,0.028571429,Hold
Salesforce,6/26/2022,0.012345679,Hold
Salesforce,6/27/2022,0.083333333,Buy
Salesforce,6/28/2022,0.111111111,Buy
Salesforce,6/29/2022,0.025974026,Hold
Salesforce,6/30/2022,-0.139534884,Sell
Salesforce,7/1/2022,-0.035714286,Hold
Salesforce,7/2/2022,0.0125,Hold
Salesforce,7/3/2022,-0.081081081,Sell
Salesforce,7/4/2022,0.033333333,Hold
Salesforce,7/5/2022,0.151162791,Strong Buy
Salesforce,7/6/2022,-0.117021277,Sell
Salesforce,7/7/2022,-0.067307692,Sell
Salesforce,7/8/2022,0.01010101,Hold
Salesforce,7/9/2022,-0.067961165,Sell
Salesforce,7/10/2022,0.111111111,Buy
Salesforce,7/11/2022,0.047619048,Hold
Salesforce,7/12/2022,0.074468085,Buy
Salesforce,7/13/2022,-0.035714286,Hold
Salesforce,7/14/2022,-0.053763441,Sell
Salesforce,7/15/2022,0.026666667,Hold
Salesforce,7/16/2022,-0.125,Sell
Salesforce,7/17/2022,-0.012195122,Hold
Salesforce,7/18/2022,0.135416667,Buy
Salesforce,7/19/2022,0.022988506,Hold
Salesforce,7/20/2022,0.086538462,Buy
Salesforce,7/21/2022,0.1875,Strong Buy
Salesforce,7/22/2022,0.120879121,Buy
Salesforce,7/23/2022,-0.120879121,Sell
Salesforce,7/24/2022,0.065934066,Buy
Salesforce,7/25/2022,0.076190476,Buy
Salesforce,7/26/2022,0.134020619,Buy
Salesforce,7/27/2022,-0.00990099,Hold
Salesforce,7/28/2022,-0.082474227,Sell
Salesforce,7/29/2022,0.034883721,Hold
Salesforce,7/30/2022,0.120481928,Buy
Salesforce,7/31/2022,0.081632653,Buy
